LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
46.06891,11.12121,2020,2,22,68.72,0.003191,6.59,-4.98,0.84,11.56
46.06891,11.12121,2020,2,23,71.07,0.004336,9.71,1.6,4.6,8.11
46.06891,11.12121,2020,2,24,79.85,0.004937,9.66,2.07,4.72,7.6
46.06891,11.12121,2020,2,25,89.08,0.004764,6.61,0.61,2.5,5.99
46.06891,11.12121,2020,2,26,76.2,0.003162,2.83,-5.65,-1.15,8.48
46.06891,11.12121,2020,2,27,69.28,0.002278,0.43,-7,-4.19,7.43
46.06891,11.12121,2020,2,28,58.15,0.002133,1.79,-5.78,-2.61,7.57
46.06891,11.12121,2020,2,29,77.66,0.003011,1.52,-3.73,-1.87,5.26
46.06891,11.12121,2020,3,1,93.17,0.004125,3.65,-2.63,-0.19,6.28
46.06891,11.12121,2020,3,2,86.75,0.003602,0.77,-3.64,-1.17,4.4
46.06891,11.12121,2020,3,3,91.81,0.003419,-0.81,-5.88,-2.62,5.07
46.06891,11.12121,2020,3,4,81.36,0.002799,0.83,-6.85,-3.52,7.68
46.06891,11.12121,2020,3,5,92.56,0.003108,-0.85,-6.62,-3.89,5.77
46.06891,11.12121,2020,3,6,88.94,0.003389,1.86,-7.59,-2.3,9.46
46.06891,11.12121,2020,3,7,79.57,0.002854,2.1,-7.21,-2.93,9.32
46.06891,11.12121,2020,3,8,76.06,0.002709,3.32,-10.48,-2.93,13.8
46.06891,11.12121,2020,3,9,85.37,0.003524,1.86,-3.47,-1.01,5.33
46.06891,11.12121,2020,3,10,84.94,0.003713,3.51,-4.44,-0.19,7.94
46.06891,11.12121,2020,3,11,77.8,0.004818,10.39,-0.11,4.74,10.5
46.06891,11.12121,2020,3,12,83.91,0.005357,10.1,0.99,5.16,9.12
46.06891,11.12121,2020,3,13,80.61,0.004962,9.02,-0.26,4.6,9.29
46.06891,11.12121,2020,3,14,83.01,0.003892,3.7,-1.43,0.8,5.13
46.06891,11.12121,2020,3,15,85.31,0.003695,3.98,-2.87,-0.23,6.85
46.06891,11.12121,2020,3,16,72.28,0.003481,6.53,-3.74,1.28,10.27
46.06891,11.12121,2020,3,17,70.56,0.003931,9.44,-2.44,3.38,11.88
46.06891,11.12121,2020,3,18,72.99,0.004401,10.23,-0.78,4.5,11.02
