LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
38.90601,16.59441,2020,2,21,66.76,0.00535,14.75,7.4,10.67,7.36
38.90601,16.59441,2020,2,22,65.92,0.005134,12.88,7.79,10.3,5.09
38.90601,16.59441,2020,2,23,65.96,0.005585,16.12,7.42,11.57,8.7
38.90601,16.59441,2020,2,24,77.26,0.00738,17.27,10.22,13.28,7.05
38.90601,16.59441,2020,2,25,79.05,0.00763,16.95,10.83,13.35,6.12
38.90601,16.59441,2020,2,26,78.68,0.007525,15.93,10.64,13.1,5.29
38.90601,16.59441,2020,2,27,59.31,0.004993,13.33,9.15,11.26,4.18
38.90601,16.59441,2020,2,28,75.49,0.006875,15.47,9.37,12.46,6.1
38.90601,16.59441,2020,2,29,67.22,0.005611,14.46,8.1,11.23,6.36
38.90601,16.59441,2020,3,1,87.54,0.008374,16.18,10.65,13.2,5.53
38.90601,16.59441,2020,3,2,83.51,0.008541,17.07,12.33,14.17,4.75
38.90601,16.59441,2020,3,3,78.74,0.007446,14.53,9.92,12.91,4.61
38.90601,16.59441,2020,3,4,69.54,0.005784,12.8,9.16,10.99,3.64
38.90601,16.59441,2020,3,5,72.63,0.006354,14.74,9.76,11.8,4.98
38.90601,16.59441,2020,3,6,80.8,0.007849,16.6,10.52,13.32,6.08
38.90601,16.59441,2020,3,7,77.98,0.007257,14.88,11.11,12.68,3.77
38.90601,16.59441,2020,3,8,75.88,0.006266,12.14,9.56,10.98,2.58
38.90601,16.59441,2020,3,9,69.02,0.005713,13.94,8.97,11,4.97
38.90601,16.59441,2020,3,10,63.96,0.005537,14.65,9.6,11.69,5.05
38.90601,16.59441,2020,3,11,66.05,0.005922,15.52,9.21,12.32,6.31
38.90601,16.59441,2020,3,12,72.44,0.007313,18.45,9.9,14.14,8.55
38.90601,16.59441,2020,3,13,62.32,0.006811,19.72,12.1,15.28,7.62
38.90601,16.59441,2020,3,14,62.37,0.006771,19.18,11.95,15.15,7.23
38.90601,16.59441,2020,3,15,77.77,0.007531,15.77,10.88,13.41,4.89
38.90601,16.59441,2020,3,16,76.05,0.006853,15.02,10.54,12.44,4.48
38.90601,16.59441,2020,3,17,66.37,0.00618,16.07,11.04,13.02,5.03
38.90601,16.59441,2020,3,18,66.52,0.00618,16.32,9.88,12.93,6.44
