LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
45.46681,9.19031,2020,3,6,75.35,0.004434,11.64,0.7,5.7,10.94
45.46681,9.19031,2020,3,7,61.1,0.003947,13.83,2.49,7.24,11.34
45.46681,9.19031,2020,3,8,63.46,0.004073,13.01,1.62,7.25,11.39
45.46681,9.19031,2020,3,9,84.66,0.005126,8.91,3.68,6.31,5.23
45.46681,9.19031,2020,3,10,68.4,0.004555,14.43,2.5,7.75,11.93
45.46681,9.19031,2020,3,11,79.45,0.006588,19.33,4.91,11.01,14.42
45.46681,9.19031,2020,3,12,89.87,0.006916,14.83,6.02,9.9,8.81
45.46681,9.19031,2020,3,13,78.35,0.006785,18.12,7.64,11.61,10.48
45.46681,9.19031,2020,3,14,80.64,0.005911,12.96,4.98,9.16,7.98
45.46681,9.19031,2020,3,15,75.31,0.004673,12.28,3.12,6.81,9.16
45.46681,9.19031,2020,3,16,65.07,0.004159,13.91,0.99,7.28,12.93
45.46681,9.19031,2020,3,17,61.92,0.004901,16.48,4.97,10.49,11.5
45.46681,9.19031,2020,3,18,64.71,0.005551,17.4,6.15,11.67,11.25
