LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
41.89281,12.48371,2020,2,10,89.92,0.008107,14.31,11,12.61,3.31
41.89281,12.48371,2020,2,11,90.29,0.008619,15.9,11.87,13.36,4.03
41.89281,12.48371,2020,2,12,83.51,0.007761,15.64,11.21,13,4.43
41.89281,12.48371,2020,2,13,80.99,0.006798,14.28,8.98,11.5,5.3
41.89281,12.48371,2020,2,14,77,0.007188,16.32,10.06,13.07,6.26
41.89281,12.48371,2020,2,15,62.06,0.005233,15.41,8.35,11.66,7.06
41.89281,12.48371,2020,2,16,70.78,0.006034,15.2,9.16,11.85,6.04
41.89281,12.48371,2020,2,17,76.71,0.006414,14.51,9.47,11.54,5.04
41.89281,12.48371,2020,2,18,81.22,0.007062,14.54,10.06,12.07,4.48
41.89281,12.48371,2020,2,19,85.1,0.007376,13.43,9.66,11.97,3.77
41.89281,12.48371,2020,2,20,65.7,0.005343,14.81,7.83,11.05,6.98
41.89281,12.48371,2020,2,21,67.49,0.005478,14.38,8.12,11.05,6.26
41.89281,12.48371,2020,2,22,70.43,0.00588,14.82,8.77,11.56,6.05
41.89281,12.48371,2020,2,23,85.19,0.007454,14.92,10.41,12.24,4.51
41.89281,12.48371,2020,2,24,85.11,0.007782,15.37,11.42,12.8,3.95
41.89281,12.48371,2020,2,25,88.17,0.008403,15.29,12.12,13.31,3.17
41.89281,12.48371,2020,2,26,71.85,0.006586,15.01,10.09,12.6,4.92
41.89281,12.48371,2020,2,27,65.19,0.005127,13.08,6.23,10.41,6.84
41.89281,12.48371,2020,2,28,66.54,0.006112,15.66,9.21,12.77,6.45
41.89281,12.48371,2020,2,29,74.39,0.006176,14.25,8.36,11.29,5.89
41.89281,12.48371,2020,3,1,92.1,0.008719,14.57,11.6,13.14,2.97
41.89281,12.48371,2020,3,2,89.58,0.008464,14.39,11.26,13.03,3.14
41.89281,12.48371,2020,3,3,70.06,0.005971,12.31,9.89,11.46,2.42
41.89281,12.48371,2020,3,4,70.77,0.005798,14.11,8.18,10.96,5.92
41.89281,12.48371,2020,3,5,74.45,0.005968,13.56,6.8,10.65,6.76
41.89281,12.48371,2020,3,6,78.15,0.007209,14.06,10.19,12.65,3.87
41.89281,12.48371,2020,3,7,72.3,0.006055,13.22,9.94,11.28,3.28
41.89281,12.48371,2020,3,8,64.01,0.005256,14.76,8.36,11.11,6.4
41.89281,12.48371,2020,3,9,68.18,0.005196,12.96,7.79,9.95,5.17
41.89281,12.48371,2020,3,10,69.09,0.00572,14.78,7.5,11.23,7.29
41.89281,12.48371,2020,3,11,69.31,0.006243,15.82,9.95,12.57,5.86
41.89281,12.48371,2020,3,12,86.17,0.00787,15.5,10.22,12.79,5.28
41.89281,12.48371,2020,3,13,84.47,0.00776,14.69,11.54,12.8,3.15
41.89281,12.48371,2020,3,14,88.13,0.008112,14.29,11.48,12.8,2.8
41.89281,12.48371,2020,3,15,72.02,0.006639,16.54,9.76,12.88,6.78
41.89281,12.48371,2020,3,16,61.45,0.005585,16.26,10.16,12.77,6.11
41.89281,12.48371,2020,3,17,70.7,0.006499,16.21,10.79,13,5.42
41.89281,12.48371,2020,3,18,68.44,0.006465,17.04,9.88,13.37,7.16
