LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
45.64941,13.76811,2020,2,26,92.32,0.005965,9.29,1.88,6.77,7.42
45.64941,13.76811,2020,2,27,71.2,0.003877,7.73,0.83,4.44,6.9
45.64941,13.76811,2020,2,28,66.82,0.003753,8.83,1.55,4.97,7.28
45.64941,13.76811,2020,2,29,85.03,0.00486,8.2,1.08,5.25,7.12
45.64941,13.76811,2020,3,1,96.73,0.006378,8.22,5.98,7.17,2.24
45.64941,13.76811,2020,3,2,93.49,0.006405,9.7,5.62,7.64,4.08
45.64941,13.76811,2020,3,3,86.92,0.006291,10.32,5.24,8.43,5.08
45.64941,13.76811,2020,3,4,70.12,0.004065,8.58,2.45,5.39,6.13
45.64941,13.76811,2020,3,5,78.58,0.004388,8.32,1.21,4.83,7.11
45.64941,13.76811,2020,3,6,90.3,0.00504,7.09,2.48,4.68,4.61
45.64941,13.76811,2020,3,7,78,0.004579,10.07,2.63,5.58,7.44
45.64941,13.76811,2020,3,8,68.53,0.003788,9.53,0.04,4.84,9.49
45.64941,13.76811,2020,3,9,74.72,0.004429,9.22,3.01,5.76,6.21
45.64941,13.76811,2020,3,10,84.63,0.005082,9.81,2.1,5.98,7.71
45.64941,13.76811,2020,3,11,82.55,0.005653,12.59,4.49,7.92,8.1
45.64941,13.76811,2020,3,12,84.31,0.006018,12.67,4.53,8.54,8.14
45.64941,13.76811,2020,3,13,92.26,0.006718,11.44,5.92,8.78,5.53
45.64941,13.76811,2020,3,14,75.63,0.004937,11.19,4.66,7.22,6.53
45.64941,13.76811,2020,3,15,68.96,0.003662,9.41,0.49,4.34,8.91
45.64941,13.76811,2020,3,16,60.82,0.00343,11.59,-0.43,5.23,12.01
45.64941,13.76811,2020,3,17,64.21,0.004301,12.9,3.91,7.76,8.99
45.64941,13.76811,2020,3,18,71.6,0.005893,17.45,5.21,10.78,12.25
