LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
39.21531,9.11061,2020,2,18,79.47,0.006553,16.23,7.47,11.13,8.76
39.21531,9.11061,2020,2,19,73,0.005935,14.32,8.41,10.9,5.92
39.21531,9.11061,2020,2,20,73.92,0.006346,15.91,9.06,11.71,6.84
39.21531,9.11061,2020,2,21,81.69,0.006604,15.72,7.45,10.82,8.26
39.21531,9.11061,2020,2,22,76.17,0.006413,15.62,7.82,11.5,7.81
39.21531,9.11061,2020,2,23,81.7,0.007099,16.45,8.97,11.99,7.48
39.21531,9.11061,2020,2,24,83.21,0.007549,17.78,9.66,12.54,8.13
39.21531,9.11061,2020,2,25,77.11,0.006914,17.37,8.62,12.25,8.76
39.21531,9.11061,2020,2,26,76.34,0.006552,15.03,9.38,11.54,5.65
39.21531,9.11061,2020,2,27,73.66,0.005981,13.96,6.86,10.77,7.11
39.21531,9.11061,2020,2,28,73.47,0.006624,16.01,8.93,12.37,7.08
39.21531,9.11061,2020,2,29,76.18,0.006535,15.78,8.43,11.59,7.36
39.21531,9.11061,2020,3,1,91.62,0.00861,16.2,9.93,12.89,6.27
39.21531,9.11061,2020,3,2,92.57,0.00861,15.22,10.16,12.65,5.06
39.21531,9.11061,2020,3,3,69.08,0.0057,13.39,9.15,10.88,4.24
39.21531,9.11061,2020,3,4,74.56,0.006088,15.25,7.7,10.76,7.55
39.21531,9.11061,2020,3,5,86.27,0.007958,16.48,8.98,12.6,7.49
39.21531,9.11061,2020,3,6,78.81,0.007023,14.9,8.98,12.02,5.92
39.21531,9.11061,2020,3,7,77.71,0.006258,13.74,8.12,10.55,5.62
39.21531,9.11061,2020,3,8,72.57,0.006066,15.31,8.14,11.23,7.18
39.21531,9.11061,2020,3,9,81.77,0.006474,13.89,7.64,10.36,6.25
39.21531,9.11061,2020,3,10,73.9,0.006314,15.47,8.59,11.54,6.88
39.21531,9.11061,2020,3,11,84.69,0.007628,17.52,8.33,12.4,9.19
39.21531,9.11061,2020,3,12,79.23,0.008017,19.36,10.06,14.18,9.3
39.21531,9.11061,2020,3,13,70.81,0.007608,20.34,11.57,15.03,8.76
39.21531,9.11061,2020,3,14,74.52,0.007261,17.11,10.3,13.51,6.81
39.21531,9.11061,2020,3,15,77.3,0.007021,17.25,7.96,12.48,9.29
39.21531,9.11061,2020,3,16,86.54,0.008058,15.83,9.61,12.89,6.22
39.21531,9.11061,2020,3,17,85.61,0.008268,15.66,12,13.53,3.66
39.21531,9.11061,2020,3,18,84.89,0.007707,14.43,10.97,12.58,3.47
