LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
44.49441,11.34171,2020,1,26,95.12,0.005609,9.43,3.29,5.76,6.14
44.49441,11.34171,2020,1,27,96.08,0.005885,10.63,3.12,6.28,7.51
44.49441,11.34171,2020,1,28,89.48,0.006535,12.76,6.66,8.71,6.1
44.49441,11.34171,2020,1,29,80.65,0.005611,12.61,4.25,8.04,8.36
44.49441,11.34171,2020,1,30,89.67,0.005622,11.67,3.7,6.63,7.97
44.49441,11.34171,2020,1,31,96.29,0.006797,12.6,5.32,8.35,7.28
44.49441,11.34171,2020,2,1,96.04,0.007249,12.98,7.09,9.33,5.89
44.49441,11.34171,2020,2,2,94.28,0.007174,12.53,7.37,9.46,5.16
44.49441,11.34171,2020,2,3,93.16,0.007873,16.15,7.66,11,8.48
44.49441,11.34171,2020,2,4,79.66,0.00557,13.05,2.59,8.08,10.46
44.49441,11.34171,2020,2,5,63.82,0.003222,9.09,-0.64,3.56,9.73
44.49441,11.34171,2020,2,6,58.3,0.002756,8.37,-1.44,2.76,9.81
44.49441,11.34171,2020,2,7,73.4,0.003802,10.55,-0.76,4.01,11.31
44.49441,11.34171,2020,2,8,82.69,0.004354,10.15,-1.05,4.25,11.2
44.49441,11.34171,2020,2,9,87.79,0.004951,10.69,0.13,5.24,10.56
44.49441,11.34171,2020,2,10,92.88,0.007366,14.27,6.37,10.04,7.9
44.49441,11.34171,2020,2,11,78.48,0.006698,16.17,7.08,11.06,9.09
44.49441,11.34171,2020,2,12,62.55,0.004066,13.31,2.19,7.15,11.12
44.49441,11.34171,2020,2,13,77.74,0.004585,11.03,0.74,5.75,10.29
44.49441,11.34171,2020,2,14,78.16,0.005468,13.48,4.75,8.21,8.73
44.49441,11.34171,2020,2,15,61.75,0.004313,14.63,3.23,8.34,11.4
44.49441,11.34171,2020,2,16,79.21,0.005013,13.34,1.5,6.9,11.83
44.49441,11.34171,2020,2,17,92.44,0.006079,11.76,4.28,7.41,7.48
44.49441,11.34171,2020,2,18,91.24,0.006414,12.65,5.41,8.36,7.24
44.49441,11.34171,2020,2,19,89.11,0.005656,11.39,2.08,6.83,9.31
44.49441,11.34171,2020,2,20,70.45,0.004155,12.12,0.83,5.83,11.29
44.49441,11.34171,2020,2,21,83.75,0.004888,12.92,0.54,5.68,12.38
44.49441,11.34171,2020,2,22,73.03,0.004933,14.36,3.12,7.89,11.24
44.49441,11.34171,2020,2,23,88.31,0.005824,12.23,3.22,7.47,9.01
44.49441,11.34171,2020,2,24,87.04,0.006621,15.09,6.48,9.48,8.61
44.49441,11.34171,2020,2,25,89.03,0.006831,14.29,6.14,9.46,8.15
44.49441,11.34171,2020,2,26,74.27,0.005135,12.74,1.07,7.79,11.67
44.49441,11.34171,2020,2,27,69.39,0.003892,10.38,-1.09,4.88,11.48
44.49441,11.34171,2020,2,28,57.39,0.003421,11.63,1.31,5.86,10.32
44.49441,11.34171,2020,2,29,77.86,0.004697,11.41,0.57,6.02,10.84
44.49441,11.34171,2020,3,1,96.9,0.006629,10.28,5.79,7.7,4.49
44.49441,11.34171,2020,3,2,91.68,0.006838,11.18,6.53,8.85,4.65
44.49441,11.34171,2020,3,3,85.7,0.005332,9.6,2.84,6.21,6.76
44.49441,11.34171,2020,3,4,82.95,0.004409,8.73,0.91,4.14,7.82
44.49441,11.34171,2020,3,5,80.27,0.004718,11.08,1,5.54,10.08
44.49441,11.34171,2020,3,6,82.4,0.005746,12.27,4.02,7.89,8.25
44.49441,11.34171,2020,3,7,92.29,0.005227,7.55,3.43,5.06,4.12
44.49441,11.34171,2020,3,8,75.18,0.004438,11.19,1.6,5.78,9.59
44.49441,11.34171,2020,3,9,85.79,0.004832,8.65,2.12,5.02,6.53
44.49441,11.34171,2020,3,10,79.72,0.005121,13.07,2.11,6.97,10.96
44.49441,11.34171,2020,3,11,77.16,0.005907,17.33,3.15,9.57,14.18
44.49441,11.34171,2020,3,12,88.39,0.006653,14.17,4.84,9.32,9.33
44.49441,11.34171,2020,3,13,90.65,0.007353,13.77,7.15,10.37,6.62
44.49441,11.34171,2020,3,14,87.61,0.006141,11.32,3.35,8.22,7.97
44.49441,11.34171,2020,3,15,75.98,0.004358,10.9,1.2,5.41,9.7
44.49441,11.34171,2020,3,16,74,0.004511,14.2,0.14,6.33,14.06
44.49441,11.34171,2020,3,17,65.14,0.004766,16.05,3.2,9.06,12.85
44.49441,11.34171,2020,3,18,64.4,0.005201,16.65,4.61,10.5,12.04
