LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
41.12561,16.86741,2020,2,16,67.14,0.005263,13.66,8.09,10.58,5.57
41.12561,16.86741,2020,2,17,64.88,0.005335,14.83,7.82,11.26,7.01
41.12561,16.86741,2020,2,18,82.96,0.006803,14.84,7.76,11.15,7.08
41.12561,16.86741,2020,2,19,83.64,0.007411,15.03,10.48,12.25,4.55
41.12561,16.86741,2020,2,20,66.43,0.00546,12.59,8.9,11.16,3.69
41.12561,16.86741,2020,2,21,66.11,0.005122,13.2,7.72,10.33,5.48
41.12561,16.86741,2020,2,22,59.53,0.004427,11.11,8.6,9.81,2.51
41.12561,16.86741,2020,2,23,60.86,0.005072,15.85,7.55,11.48,8.31
41.12561,16.86741,2020,2,24,80.28,0.007078,15.65,9.36,12.22,6.29
41.12561,16.86741,2020,2,25,74.51,0.006866,17.81,9.37,12.78,8.44
41.12561,16.86741,2020,2,26,73.99,0.006691,16.92,9.04,12.35,7.87
41.12561,16.86741,2020,2,27,62.12,0.00468,11.27,8.34,9.71,2.92
41.12561,16.86741,2020,2,28,66.82,0.005612,13.97,9.36,11.38,4.61
41.12561,16.86741,2020,2,29,58.46,0.004633,14.07,7.85,10.61,6.21
41.12561,16.86741,2020,3,1,75.12,0.006864,17.33,8.33,12.64,9
41.12561,16.86741,2020,3,2,75.42,0.007567,17.86,10.66,14,7.2
41.12561,16.86741,2020,3,3,72.8,0.007047,15.56,9.31,13.39,6.25
41.12561,16.86741,2020,3,4,77.08,0.006115,12.74,7.91,10.43,4.83
41.12561,16.86741,2020,3,5,73.86,0.00618,13.32,9.84,11.28,3.48
41.12561,16.86741,2020,3,6,75.16,0.00712,16.67,10.06,13.05,6.61
41.12561,16.86741,2020,3,7,79.87,0.006523,12.9,8.74,10.88,4.16
41.12561,16.86741,2020,3,8,74.04,0.005786,12.04,8.88,10.32,3.16
41.12561,16.86741,2020,3,9,67.46,0.005163,12.79,8.08,9.98,4.71
41.12561,16.86741,2020,3,10,68.39,0.005571,13.94,8.37,10.94,5.57
41.12561,16.86741,2020,3,11,69.29,0.005902,14.22,8.69,11.7,5.53
41.12561,16.86741,2020,3,12,65.95,0.006615,19.09,9.78,14.2,9.31
41.12561,16.86741,2020,3,13,70.79,0.006942,17.55,10.64,13.77,6.92
41.12561,16.86741,2020,3,14,82.73,0.008036,16.87,11.4,13.59,5.47
41.12561,16.86741,2020,3,15,77.68,0.006933,13.3,10.71,12.36,2.59
41.12561,16.86741,2020,3,16,69.16,0.006089,14.73,9.85,12.27,4.88
41.12561,16.86741,2020,3,17,69,0.006092,15.43,9.82,12.38,5.61
41.12561,16.86741,2020,3,18,78.83,0.006919,15.8,8.84,12.23,6.96
