LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
42.35121,13.39841,2020,2,11,93.33,0.007055,12.07,6.64,8.5,5.42
42.35121,13.39841,2020,2,12,76.65,0.005275,11.16,3.05,7.18,8.11
42.35121,13.39841,2020,2,13,82.66,0.004863,9.54,1.02,4.95,8.53
42.35121,13.39841,2020,2,14,83.99,0.005302,10.5,1.03,5.92,9.47
42.35121,13.39841,2020,2,15,74.7,0.004232,10.62,-0.81,4.49,11.43
42.35121,13.39841,2020,2,16,65.97,0.004242,12.55,2.44,6.35,10.11
42.35121,13.39841,2020,2,17,73.24,0.004634,11.86,2.13,6.09,9.73
42.35121,13.39841,2020,2,18,80.07,0.005286,12.27,1.66,6.65,10.61
42.35121,13.39841,2020,2,19,95.93,0.006003,8.76,1.84,5.81,6.91
42.35121,13.39841,2020,2,20,73.38,0.003815,8.39,-0.85,3.22,9.25
42.35121,13.39841,2020,2,21,66.21,0.003814,10.56,0.26,4.7,10.3
42.35121,13.39841,2020,2,22,75.55,0.00441,11.33,-0.27,4.97,11.6
42.35121,13.39841,2020,2,23,76.02,0.005191,13.26,3.5,7.22,9.76
42.35121,13.39841,2020,2,24,82.88,0.006035,15.86,3.04,8.05,12.82
42.35121,13.39841,2020,2,25,88.58,0.005901,11.11,3.43,6.64,7.68
42.35121,13.39841,2020,2,26,84.99,0.00539,9.42,1.05,5.77,8.37
42.35121,13.39841,2020,2,27,72.98,0.003698,7.23,-2.76,2.69,9.99
42.35121,13.39841,2020,2,28,74.26,0.004438,9.02,-0.92,5.08,9.94
42.35121,13.39841,2020,2,29,77.1,0.004085,8.53,-1.09,3.42,9.61
42.35121,13.39841,2020,3,1,95.12,0.006476,10.07,2.25,6.89,7.82
42.35121,13.39841,2020,3,2,91.86,0.006485,8.89,5.8,7.34,3.09
42.35121,13.39841,2020,3,3,87.57,0.005096,7.33,1.98,4.51,5.36
42.35121,13.39841,2020,3,4,85.4,0.004748,8.61,0.05,3.95,8.56
42.35121,13.39841,2020,3,5,79.69,0.004555,10.57,-1.47,4.38,12.04
42.35121,13.39841,2020,3,6,90.55,0.005912,9.05,1.86,6.17,7.18
42.35121,13.39841,2020,3,7,84.65,0.004821,7.84,1.79,4.3,6.06
42.35121,13.39841,2020,3,8,77.53,0.003978,7.5,-1.47,2.95,8.96
42.35121,13.39841,2020,3,9,73.6,0.003841,7.97,-1.33,3.14,9.3
42.35121,13.39841,2020,3,10,77.46,0.004369,9.79,-0.5,4.28,10.3
42.35121,13.39841,2020,3,11,64.08,0.004768,15,2.84,8.36,12.15
42.35121,13.39841,2020,3,12,71.27,0.005643,15.07,5.37,9.3,9.7
42.35121,13.39841,2020,3,13,77.88,0.006456,15.83,5.69,9.9,10.15
42.35121,13.39841,2020,3,14,90.07,0.006859,11.73,5.83,8.61,5.9
42.35121,13.39841,2020,3,15,79.07,0.004687,10.19,0.15,5.03,10.04
42.35121,13.39841,2020,3,16,68.33,0.00441,13.08,0.39,6.34,12.69
42.35121,13.39841,2020,3,17,67.32,0.004865,13.98,3.6,8.05,10.38
42.35121,13.39841,2020,3,18,65.83,0.004744,14.1,2.86,7.98,11.25
