LAT,LON,YEAR,MO,DY,RH2M,QV2M,T2M_MAX,T2M_MIN,T2M,T2M_RANGE
38.11571,13.36241,2020,1,30,76.58,0.007055,14.95,11.39,12.85,3.56
38.11571,13.36241,2020,1,31,87.02,0.008287,15.45,11.55,13.35,3.9
38.11571,13.36241,2020,2,1,86.62,0.008258,15.62,11.91,13.36,3.7
38.11571,13.36241,2020,2,2,87.63,0.008514,15.85,12.45,13.67,3.4
38.11571,13.36241,2020,2,3,93.07,0.009292,16.65,12.72,14.05,3.93
38.11571,13.36241,2020,2,4,83.18,0.008495,17.15,12.19,14.31,4.95
38.11571,13.36241,2020,2,5,57.53,0.005023,13.12,10.75,11.92,2.37
38.11571,13.36241,2020,2,6,61.48,0.004764,11.36,8.81,10.25,2.54
38.11571,13.36241,2020,2,7,59.55,0.004403,12.11,7.8,9.63,4.31
38.11571,13.36241,2020,2,8,57.02,0.004717,14.46,8.79,11.32,5.66
38.11571,13.36241,2020,2,9,73.11,0.006419,15.24,9.98,12.26,5.25
38.11571,13.36241,2020,2,10,85.82,0.007784,14.88,10.73,12.7,4.15
38.11571,13.36241,2020,2,11,88.44,0.008756,16.05,12.35,13.92,3.7
38.11571,13.36241,2020,2,12,82.25,0.00816,15.86,12.59,13.96,3.27
38.11571,13.36241,2020,2,13,77.29,0.007566,16.59,11.63,13.78,4.96
38.11571,13.36241,2020,2,14,84.78,0.008207,15.77,11.97,13.57,3.8
38.11571,13.36241,2020,2,15,69.33,0.006356,15.16,11.03,12.83,4.14
38.11571,13.36241,2020,2,16,64.25,0.005748,15.35,10.45,12.51,4.9
38.11571,13.36241,2020,2,17,66.15,0.005979,15.34,11.33,12.66,4.01
38.11571,13.36241,2020,2,18,77.68,0.006709,14.2,10.52,11.91,3.68
38.11571,13.36241,2020,2,19,79.57,0.007162,14.96,10.74,12.5,4.23
38.11571,13.36241,2020,2,20,76.32,0.006944,14.56,11.23,12.67,3.33
38.11571,13.36241,2020,2,21,68.41,0.006092,15.26,10.77,12.38,4.49
38.11571,13.36241,2020,2,22,69.02,0.006102,15.4,10.2,12.33,5.21
38.11571,13.36241,2020,2,23,73.3,0.006509,14.82,10.86,12.42,3.96
38.11571,13.36241,2020,2,24,84.74,0.007926,16,11.51,13.1,4.49
38.11571,13.36241,2020,2,25,78.36,0.007556,17.06,11.14,13.47,5.93
38.11571,13.36241,2020,2,26,79.62,0.007713,15.61,11.58,13.45,4.03
38.11571,13.36241,2020,2,27,64.43,0.005698,13.77,11.04,12.16,2.73
38.11571,13.36241,2020,2,28,77.68,0.007503,15.67,11.57,13.5,4.09
38.11571,13.36241,2020,2,29,71.44,0.006802,16.51,10.16,13.31,6.35
38.11571,13.36241,2020,3,1,75.2,0.008087,18.85,12.4,15.1,6.45
38.11571,13.36241,2020,3,2,78.55,0.008497,18.34,12.58,15.14,5.75
38.11571,13.36241,2020,3,3,70.95,0.006865,14.66,12,13.4,2.66
38.11571,13.36241,2020,3,4,78.4,0.006646,12.84,9.89,11.39,2.94
38.11571,13.36241,2020,3,5,74.23,0.006628,14.61,10.43,12.24,4.18
38.11571,13.36241,2020,3,6,83.08,0.008504,16.79,12.15,14.24,4.65
38.11571,13.36241,2020,3,7,82.3,0.006903,12.22,10.58,11.23,1.64
38.11571,13.36241,2020,3,8,78.13,0.006412,12.38,10.02,11.02,2.36
38.11571,13.36241,2020,3,9,75.82,0.006594,13.83,9.9,11.87,3.93
38.11571,13.36241,2020,3,10,73.37,0.006527,14.64,10.43,12.21,4.22
38.11571,13.36241,2020,3,11,68.22,0.006211,15.1,10.8,12.68,4.3
38.11571,13.36241,2020,3,12,65.99,0.006566,17.21,11.65,14.05,5.56
38.11571,13.36241,2020,3,13,68.1,0.007436,18.75,12.5,15.4,6.25
38.11571,13.36241,2020,3,14,74.66,0.00814,18.75,12.7,15.33,6.04
38.11571,13.36241,2020,3,15,85.71,0.00829,15.55,12.17,13.51,3.38
38.11571,13.36241,2020,3,16,75.87,0.00784,16.82,12.95,14.61,3.87
38.11571,13.36241,2020,3,17,74.52,0.007718,17.08,12.72,14.73,4.36
38.11571,13.36241,2020,3,18,73.47,0.007231,16.13,12.05,13.91,4.08
